scorer,,,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling
labeled-data,R_2_example,img066.jpg,700.1981039792283,973.9664563481726,653.3253760182844,1012.9010610254085,631.7790413910762,991.7327322688532,622.7069004954096,1034.4473956526167,621.1948770127985,1007.9869847069224,621.9508887541041,964.8943154525061
labeled-data,R_2_example,img072.jpg,723.6344679597004,971.698421124256,673.3596871628814,1011.0110316721446,651.4353466650205,988.3306794329783,647.2772820878399,1035.5814132645748,640.8511822867428,1003.0729083884363,637.071123580215,960.3582450046729
labeled-data,R_2_example,img078.jpg,698.6860804966173,982.2825855025337,649.1673114411038,1019.3271608265056,628.3769885552013,996.2688027166863,623.0849063660623,1041.2515013243665,,,651.4353466650205,943.347980825298
labeled-data,R_2_example,img084.jpg,698.6860804966173,970.9424093829508,650.6793349237149,1014.4130845080199,629.8890120378123,992.1107381395063,626.8649650725902,1034.0693897819642,,,663.1535286552565,928.2277459991873
labeled-data,R_2_example,img090.jpg,693.0159924368256,962.248274357937,643.4972233813122,992.1107381395062,631.7790413910761,965.6503271938119,620.438865271493,1009.4990081895338,,,674.8717106454925,918.7775992328679
labeled-data,R_2_example,img096.jpg,697.552062884659,961.1142567459787,646.8992762171872,985.3066324677562,633.2910648736873,961.1142567459787,620.438865271493,1001.9388907764783,,,678.6517693520202,916.1315581382985
labeled-data,R_2_example,img102.jpg,697.552062884659,955.8221745568399,646.5212703465344,981.5265737612285,635.9371059682568,955.8221745568399,621.1948770127985,998.5368379406034,,,675.2497165161453,918.0215874915623
labeled-data,R_2_example,img108.jpg,683.9438515411591,963.0042860992426,640.8511822867429,992.8667498808118,630.267017908465,967.162350676423,623.0849063660625,1011.0110316721449,,,682.8098339292007,917.2655757502569
labeled-data,R_2_example,img114.jpg,674.115698904187,959.6022332633676,641.2291881573956,981.9045796318812,637.4491294508679,952.0421158503123,627.9989826845484,998.9148438112561,,,705.86819203902,908.1934348545902
labeled-data,R_2_example,img120.jpg,677.517751740062,953.5541393329232,640.47317641609,968.6743741590342,639.3391588041317,937.6778927655067,621.9508887541041,988.7086853036312,,,704.7341744270617,906.6814113719792
labeled-data,R_2_example,img126.jpg,693.0159924368256,943.7259866959511,641.9851998987011,956.2001804274926,641.6071940280483,925.5817049046178,613.6347595997431,967.9183624177285,,,699.4420922379228,906.3034055013262
labeled-data,R_2_example,img132.jpg,689.6139396009505,956.5781862981452,642.7412116400066,958.4682156514091,640.8511822867426,929.3617636111454,613.2567537290902,967.5403565470757,,,705.490186168367,911.595487690465
labeled-data,R_2_example,img138.jpg,699.06408636727,959.2242273927146,647.6552879584926,971.3204152536034,646.5212703465343,938.8119103774648,618.1708300475761,981.1485678905756,,,707.3802155216309,918.399593362215
labeled-data,R_2_example,img144.jpg,709.2702448748948,958.0902097807564,655.5934112422009,978.1245209253534,646.899276217187,947.1280395318258,624.2189239780206,992.4887440101588,,,699.4420922379227,914.99754052634
labeled-data,R_2_example,img150.jpg,705.8681920390198,957.7122039101035,653.3253760182843,980.39255614927,646.1432644758814,949.3960747557425,622.3288946247567,995.8907968460337,,,692.25998069552,917.2655757502566
labeled-data,R_2_example,img156.jpg,702.8441450737977,956.5781862981452,652.5693642769786,986.4406500797144,641.2291881573954,956.2001804274925,623.462912236715,1000.0488614232142,,,678.2737634813673,919.9116168448261
labeled-data,R_2_example,img162.jpg,703.6001568151032,958.0902097807564,653.703381888937,988.3306794329783,638.583147062826,960.7362508753257,624.5969298486733,1009.1210023188809,,,663.909540396562,924.0696814220066
labeled-data,R_2_example,img168.jpg,708.1362272629365,954.3101510742285,659.7514758193813,986.4406500797144,641.2291881573954,962.6262802285896,628.3769885552011,1009.4990081895337,,,655.5934112422009,927.8497401285343
labeled-data,R_2_example,img174.jpg,702.8441450737977,959.2242273927146,656.3494229835064,991.3547263982005,639.3391588041316,965.6503271938118,631.779041391076,1010.633025801492,,,658.617458207423,924.0696814220066
labeled-data,R_2_example,img180.jpg,747.8268436814778,928.9837577404927,705.490186168367,957.7122039101035,680.1637928346312,938.8119103774648,673.737693033534,985.3066324677561,663.9095403965619,959.9802391340202,649.9233231824093,933.8978340589788
labeled-data,R_2_example,img186.jpg,764.0810961195472,918.0215874915621,727.4145266662281,936.543875153548,702.8441450737978,920.2896227154788,701.7101274618394,957.3341980394507,683.5658456705063,939.945927989423,661.6415051726453,922.9356638100481
labeled-data,R_2_example,img192.jpg,771.2632076619499,914.9975405263399,734.5966382086308,933.5198281883258,710.4042624868532,913.8635229143816,709.270244874895,952.4201217209646,689.9919454716035,935.4098575415898,666.1775756204786,921.423640327437
labeled-data,R_2_example,img198.jpg,775.0432663684777,915.7535522676454,748.9608612934362,932.0078047057148,726.6585149249225,914.2415287850343,731.5725912434086,952.4201217209646,704.3561685564089,936.543875153548,669.5796284563536,923.6916755513537
labeled-data,R_2_example,img204.jpg,773.9092487565193,918.0215874915621,753.1189258706167,948.6400630144368,730.4385736314503,930.4957812231037,740.2667262684224,974.3444622188255,711.5382800988116,955.8221745568395,671.0916519389647,932.3858105763676
labeled-data,R_2_example,img210.jpg,776.9332957217415,935.4098575415898,754.2529434825751,968.6743741590338,730.0605677607975,953.1761334622702,740.6447321390751,998.9148438112559,712.6722977107698,976.9905033133949,671.4696578096175,940.7019397307286
labeled-data,R_2_example,img216.jpg,765.2151137315055,945.6160160492146,743.2907732336446,1003.4509142590891,716.4523564172977,990.9767205275475,725.1464914423115,1038.98346610045,701.7101274618394,1012.5230551547556,663.5315345259093,964.5163095818534
labeled-data,R_2_example,img222.jpg,771.2632076619499,953.1761334622702,747.8268436814778,1004.9629377417002,722.8784562183948,994.3787733634225,732.706608855367,1042.0075130656721,703.978162685756,1015.5471021199779,666.5555814911314,969.4303859003394
labeled-data,R_2_example,img228.jpg,773.5312428858665,961.870268487284,741.022738009728,1008.7429964482279,713.4283094520754,994.7567792340753,717.9643798999087,1042.7635248069776,696.7960511433533,1014.0350786373668,665.7995697498259,962.6262802285895
labeled-data,R_2_example,img234.jpg,758.0330021891028,970.5644035122978,699.4420922379228,1004.2069260003947,678.6517693520202,975.8564857014366,674.115698904187,1015.1690962493251,664.6655521378675,990.9767205275475,663.1535286552564,950.5300923677007
labeled-data,R_2_example,img240.jpg,713.8063153227282,952.0421158503118,664.2875462672148,947.8840512731313,663.5315345259093,918.3995933622149,633.2910648736872,956.9561921687979,,,710.0262566162005,897.6092704763123
labeled-data,R_2_example,img246.jpg,720.9884268651308,942.5919690839925,677.139745869409,933.8978340589787,679.0297752226728,904.4133761480623,646.1432644758814,941.0799456013814,,,733.8406264673251,895.3412352523957
labeled-data,R_2_example,img252.jpg,721.3664327357835,934.2758399296314,674.4937047748396,930.117775352451,677.8957576107146,900.6333174415345,644.6312409932704,938.0558986361592,,,740.6447321390751,892.3171882871735
labeled-data,R_2_example,img258.jpg,675.6277223867978,934.2758399296314,,,647.6552879584925,919.911616844826,634.0470766149926,961.1142567459784,,,717.2083681586031,896.0972469937012
labeled-data,R_2_example,img264.jpg,671.0916519389646,933.8978340589787,,,647.2772820878398,918.3995933622149,631.0230296497705,960.3582450046729,,,712.6722977107697,896.0972469937012
labeled-data,R_2_example,img270.jpg,663.1535286552563,925.5817049046176,,,653.703381888937,915.7535522676454,,,,,725.5244973129641,896.4752528643539
labeled-data,R_2_example,img276.jpg,655.9714171128536,921.423640327437,,,,,,,,,717.2083681586031,892.3171882871735
labeled-data,R_2_example,img282.jpg,619.6828535301873,930.8737870937565,,,,,,,,,675.6277223867979,904.0353702774096
labeled-data,R_2_example,img288.jpg,500.6110042745634,985.306632467756,,,,,,,,,559.2019142257434,958.468215651409
labeled-data,R_2_example,img294.jpg,406.8655714243227,985.6846383384088,,,,,,,,,449.5802348080862,969.8083917709923
