scorer,,,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling,labeling
labeled-data,R_1_example,img072.jpg,795.369965662506,1041.5528452159656,758.2766612187004,1072.9394874376474,737.1302480573279,1056.44773236755,736.8766778857355,1102.1861313260326,719.0433584415981,1073.2961538265301,687.6567162199163,1042.2661779937312
labeled-data,R_1_example,img078.jpg,786.8099723293201,1059.7428310489856,737.2333442746183,1085.0661446596607,711.9100306639432,1068.3028243821716,711.9100306639432,1110.3894582703358,702.6367045529918,1076.5061513264748,689.0833817754474,1033.7061846605452
labeled-data,R_1_example,img084.jpg,786.0966395515546,1052.6095032713308,734.3800131635562,1080.7861479930677,711.1966978861776,1063.3094949378133,707.986700386233,1104.682796048212,702.280038164109,1072.2261546598818,687.6567162199163,1032.9928518827796
labeled-data,R_1_example,img090.jpg,776.1099806628376,1039.0561804937863,723.6800214970739,1059.7428310489856,701.5667053863435,1034.7761838271933,692.6500456642748,1080.0728152153024,694.4333776086885,1047.2595074380895,694.0767112198059,1009.0962038276356
labeled-data,R_1_example,img096.jpg,775.337586085184,1029.6932278218237,721.524112611861,1053.4174473100627,700.9824103720441,1027.957309322684,689.6989401276377,1072.8018705504533,692.8814573760601,1041.8446573157999,695.6981239381143,1000.6181497209973
labeled-data,R_1_example,img102.jpg,769.7428230415096,1028.9644895749316,717.3759483174696,1051.820749813601,699.4381238263619,1025.7819723265093,686.9973745825291,1070.6265335542785,,,699.4381238263619,997.1393170907083
labeled-data,R_1_example,img108.jpg,764.6069671608386,1032.981618981372,713.9603399394884,1059.731598147578,693.2736893842891,1033.6949517591377,685.7836952177514,1076.4949184250672,,,702.5470154952405,998.7416456486283
labeled-data,R_1_example,img114.jpg,751.9509495309687,1028.3594870700335,704.9041495566312,1052.5424216362817,686.4371813424052,1025.7213487537156,680.0377940907608,1070.5208379667865,,,,
labeled-data,R_1_example,img120.jpg,754.3429688071335,1022.7378224348497,702.2696760302524,1038.074477156808,685.8630221416461,1011.6811643794846,674.8063640862808,1051.984466323235,,,,
labeled-data,R_1_example,img126.jpg,758.6229654737265,1018.101159379374,704.7663407524317,1026.3044863236773,689.4296860304735,999.1978407685884,668.7430354752742,1039.144476323456,,,,
labeled-data,R_1_example,img132.jpg,765.042960473616,1019.5278249349051,709.0463374190246,1024.5211543792634,696.2063474192457,997.057842435292,672.6663657529843,1036.647811601277,,,,
labeled-data,R_1_example,img138.jpg,778.9529496400431,1028.4444846569738,723.6696593632172,1035.9344788235114,709.4030038079073,1007.0445013240089,684.7930229749977,1045.207804934463,,,,
labeled-data,R_1_example,img144.jpg,788.5829421398773,1026.3044863236773,735.7963165852307,1045.207804934463,719.746329085507,1017.0311602127258,701.1996768636042,1061.9711252119519,706.5496726968454,1030.9411493791529,711.5430021412038,997.057842435292
labeled-data,R_1_example,img150.jpg,788.93960852876,1025.5911535459118,735.0829838074651,1046.6344704899939,719.746329085507,1018.8144921571395,699.4163449191904,1063.397790767483,706.5496726968454,1033.794480490215,709.0463374190246,999.5545071574712
labeled-data,R_1_example,img156.jpg,781.8062807511051,1030.5844829902703,733.2996518630514,1050.557800767704,714.7529996411486,1024.8778207681462,699.7730113080731,1068.3911202118416,702.6263424191352,1038.4311435456907,703.3396751969007,1002.764504657416
labeled-data,R_1_example,img162.jpg,778.5962832511603,1029.8711502125047,731.5163199186377,1054.837797434297,713.3263340856175,1030.9411493791529,701.1996768636042,1076.9511135450273,700.4863440858387,1045.5644713233455,694.0663490859492,1007.4011677128916
labeled-data,R_1_example,img168.jpg,784.659611862167,1023.4511552126153,738.6496476962926,1052.6977991010006,716.1796651966795,1032.367814934684,709.7596701967901,1075.8811143783792,704.4096743635489,1046.6344704899939,694.4230154748319,1003.4778374351814
labeled-data,R_1_example,img174.jpg,782.8762799177533,1027.3744854903255,736.1529829741135,1053.7677982676487,713.6830004745003,1033.794480490215,709.4030038079073,1076.9511135450273,702.9830088080179,1047.704469656642,694.0663490859492,1004.1911702129469
labeled-data,R_1_example,img186.jpg,800.3529329730079,977.0845246578581,788.2262757509945,1001.3378391018849,767.8962915846779,982.4345204910993,782.1629471399879,1021.3111568793188,750.0629721405405,1008.1145004906571,706.5496726968454,997.057842435292
labeled-data,R_1_example,img192.jpg,806.4162615840146,974.9445263245616,794.646270750884,996.3445096575265,773.9596201956847,977.4411910467409,789.6529413065255,1015.2478282683121,756.48296714043,1002.4078382685332,711.186335752321,991.351180213168
labeled-data,R_1_example,img198.jpg,806.9409655971051,977.7363169230198,802.3118495993998,993.3595834152748,785.5313041077185,975.4217589241671,805.4943668478222,1012.4546869058088,769.0400783658937,1002.3284956608286,719.6116955278179,999.5459091273137
labeled-data,R_1_example,img204.jpg,811.0768227837764,978.5459568073621,807.4746107900169,997.5523182082404,794.1659022966145,979.3251739672762,,,779.4105950539291,1004.2066724549417,726.4650808301759,999.28823670738
labeled-data,R_1_example,img210.jpg,822.3560009803324,996.6792732599426,819.4628034817666,1023.2966902467475,808.1793332373602,1010.5666212530582,823.8025997296153,1053.3859442318312,789.6628692465395,1036.3160789902934,735.2707562735034,1027.9258062444528
labeled-data,R_1_example,img216.jpg,828.5566396508369,1020.5718994877417,818.143131730035,1055.903444219034,806.9858018148899,1046.977580286918,816.6554877413489,1087.1439679814403,786.158785973286,1067.8045961285222,732.9755133777614,1040.6550933350027
labeled-data,R_1_example,img222.jpg,831.9669436407696,1021.6199875347023,824.9006346945112,1061.7863752292244,813.7433047793662,1052.8605112971084,822.2972577143107,1094.886453977488,791.8005559462476,1073.6875271387123,737.8734613563802,1051.0009563112508
labeled-data,R_1_example,img228.jpg,839.0332525870282,1024.2233645149029,823.4129907058252,1064.3897522094248,812.9994827850231,1055.0919772801374,819.3219697369386,1096.3740979661738,788.0814459745327,1074.8032601302268,735.6419953733512,1052.8605112971084
labeled-data,R_1_example,img234.jpg,837.9175195955137,1027.1986524922747,815.2309487680521,1066.6212181924539,800.3545088811921,1052.8605112971084,803.3297968585641,1098.9774749463743,778.0398490509021,1072.5717941471978,732.2947963988076,1037.6121604130767
labeled-data,R_1_example,img240.jpg,788.0814459745326,1015.6694115799585,730.8071524101216,1024.967186509246,718.1621785062906,997.0738617213834,694.7317856844861,1038.7278934045914,705.5172046024596,1010.090746622386,715.1868905289186,977.7344898684654
labeled-data,R_1_example,img246.jpg,790.3129119575616,1007.4873696421855,737.1296393620371,1001.908704684613,726.3442204440636,974.7592018910934,698.450895656201,1010.4626576195575,,,,
labeled-data,R_1_example,img252.jpg,783.9904250056461,1004.5120816648134,731.5509744044646,996.701950724212,720.0217334921481,971.4120029165499,695.4756076788291,1004.140170667642,,,,
labeled-data,R_1_example,img258.jpg,727.4599534355781,1016.785144571473,685.4340107551986,1019.760432548845,678.7396128061116,992.6109297553255,664.6069949135946,1036.4964274215624,,,,
labeled-data,R_1_example,img264.jpg,721.8812884780057,1014.553678588444,680.5991677919691,1016.4132335743014,675.3924138315681,989.6356417779534,658.2845079616791,1031.2896734611616,,,,
labeled-data,R_1_example,img270.jpg,,,676.1362358259111,1015.6694115799585,676.8800578202541,985.5446208090669,660.8878849418796,1024.967186509246,,,,
labeled-data,R_1_example,img276.jpg,,,667.9541938881381,1015.2975005827869,,,,,,,,
